41	1	18
17	32	11
26	26	32
22	35	17
38	29	4
34	19	22
14	17	18
16	37	10
2	49	3
26	40	49
14	31	25
1	33	11
30	39	6
44	1	45
9	19	48
16	40	22
35	19	27
18	36	27
13	27	36
28	23	31
22	45	48
50	26	39
36	41	23
35	40	6
9	16	37
19	11	4
28	47	50
13	24	29
5	27	48
34	45	34
47	25	12
15	47	39
28	43	20
18	48	19
43	37	46
27	41	6
34	21	6
50	42	38
3	36	20
16	30	47
49	2	22
44	8	13
15	11	39
12	34	19
13	42	34
36	37	21
33	16	34
37	10	25
7	4	47
9	11	39
11	35	46
49	49	50
48	17	32
29	13	17
3	16	16
1	10	27
33	15	3
23	12	9
46	44	5
7	33	10
18	11	43
22	22	1
2	7	4
1	25	19
36	25	36
48	12	16
33	29	40
21	46	33
5	9	27
33	8	7
23	11	4
5	46	45
11	13	8
23	28	35
26	49	21
39	9	44
28	11	3
18	29	11
36	23	19
39	27	45
30	37	25
5	42	10
31	14	38
45	39	2
35	28	36
19	12	27
43	18	4
50	2	27
24	32	5
40	12	1
22	40	45
49	35	41
37	7	21
41	28	29
49	43	2
3	50	43
3	31	50
46	29	19
10	6	40
47	24	19
21	17	49
40	8	39
15	49	28
14	34	30
4	30	39
48	7	43
34	28	37
36	34	25
33	21	24
47	40	25
36	21	48
30	20	31
9	30	22
7	23	3
20	2	19
27	25	13
22	16	44
4	1	22
9	32	37
30	43	39
22	5	20
10	26	38
40	39	42
23	20	17
14	5	49
7	35	13
23	39	10
24	4	19
14	39	15
32	4	32
23	48	12
7	17	20
13	31	24
17	25	5
21	40	9
19	27	27
27	49	42
49	38	22
28	33	10
6	35	11
8	35	24
41	28	30
14	25	7
25	31	38
18	37	27
5	2	49
6	7	33
37	12	5
23	35	36
40	23	48
33	11	41
39	42	26
47	4	39
28	10	46
32	43	49
41	8	5
36	4	48
5	22	29
22	30	41
10	36	33
45	15	24
8	7	2
26	18	6
1	49	6
12	45	20
50	15	30
2	44	23
6	46	50
8	17	25
16	48	23
32	24	30
31	32	33
17	3	23
32	43	44
14	24	11
7	2	49
5	34	16
42	6	34
33	45	40
50	6	49
44	49	20
26	22	32
2	12	46
46	40	8
25	18	21
13	27	25
42	18	45
25	45	30
1	29	24
13	10	11
25	10	24
37	49	3
10	47	13
18	22	16
14	18	28
15	14	48
19	10	31
9	50	21
20	30	20
42	41	5
28	9	50
22	17	32
19	25	1
6	33	25
1	18	33
39	40	32
37	38	44
11	16	19
42	46	6
14	34	3
38	7	41
40	31	48
43	35	35
36	46	38
4	10	9
27	3	4
11	7	12
36	32	48
39	35	5
3	43	19
6	28	21
38	20	29
25	40	3
18	39	31
29	15	4
4	6	25
4	33	49
28	37	4
19	39	28
41	5	48
48	30	3
17	46	50
25	28	22
40	5	14
12	13	7
47	18	32
26	9	3
41	23	6
43	19	17
49	46	2
8	18	11
14	1	10
42	25	15
5	50	6
30	10	2
50	36	37
17	29	33
19	50	45
14	32	9
